2024-01-12 07:03:11,120 : INFO : Checking for updates to resources.json in case models have been updated.  Note: this behavior can be turned off with download_method=None or download_method=DownloadMethod.REUSE_RESOURCES
2024-01-12 07:03:12,531 : INFO : Loading these models for language: en (English):
============================================
| Processor    | Package                   |
--------------------------------------------
| tokenize     | combined                  |
| mwt          | combined                  |
| pos          | combined_charlm           |
| lemma        | combined_nocharlm         |
| constituency | ptb3-revised_charlm       |
| depparse     | combined_charlm           |
| sentiment    | sstplus                   |
| ner          | ontonotes-ww-multi_charlm |
============================================

2024-01-12 07:03:12,532 : INFO : Using device: cpu
2024-01-12 07:03:12,532 : INFO : Loading: tokenize
2024-01-12 07:03:12,788 : INFO : Loading: mwt
2024-01-12 07:03:12,810 : INFO : Loading: pos
2024-01-12 07:03:13,139 : INFO : Loading: lemma
2024-01-12 07:03:13,284 : INFO : Loading: constituency
2024-01-12 07:03:13,757 : INFO : Loading: depparse
2024-01-12 07:03:14,027 : INFO : Loading: sentiment
2024-01-12 07:03:14,310 : INFO : Loading: ner
2024-01-12 07:03:14,826 : INFO : Done loading processors!
2024-01-12 11:22:31,374 : WARNING : No results for [dosage amiodarone], Retry [amiodarone]
2024-01-12 11:22:33,993 : WARNING : No results for [vardenafil therapy], Retry [therapy]
2024-01-12 11:22:43,590 : WARNING : No results for [this treatment], Retry [treatment]
2024-01-12 11:22:45,354 : WARNING : No results for [withdrawal dyskinesia], Retry [dyskinesia]
2024-01-12 11:22:47,037 : WARNING : No results for [the neuroleptic effects], Retry [neuroleptic effects]
2024-01-12 11:22:47,769 : WARNING : No results for [neuroleptic effects], Retry [effects]
2024-01-12 11:22:53,930 : WARNING : No results for [a new antiarrhythmic drug], Retry [new antiarrhythmic drug]
2024-01-12 11:22:54,694 : WARNING : No results for [new antiarrhythmic drug], Retry [antiarrhythmic drug]
2024-01-12 11:23:03,894 : WARNING : No results for [severe tubulointerstitial changes], Retry [tubulointerstitial changes]
2024-01-12 11:23:04,744 : WARNING : No results for [tubulointerstitial changes], Retry [changes]
2024-01-12 11:23:12,163 : WARNING : No results for [prophylactic intrathecal cytosine arabinoside], Retry [intrathecal cytosine arabinoside]
2024-01-12 11:23:12,799 : WARNING : No results for [intrathecal cytosine arabinoside], Retry [cytosine arabinoside]
2024-01-12 11:23:16,287 : WARNING : No results for [cutaneous herpes zoster], Retry [herpes zoster]
2024-01-12 11:23:18,809 : WARNING : No results for [Spontaneous hemothorax], Retry [hemothorax]
2024-01-12 11:23:24,085 : WARNING : No results for [an adverse reaction], Retry [adverse reaction]
2024-01-12 11:23:25,816 : WARNING : No results for [SP increases], Retry [increases]
2024-01-12 11:23:27,457 : WARNING : No results for [Phenytoin toxicity], Retry [toxicity]
2024-01-12 11:23:30,926 : WARNING : No results for [a severe complication], Retry [severe complication]
2024-01-12 11:23:32,528 : WARNING : No results for [bis - chloronitrosourea ( BCNU ) therapy], Retry [- chloronitrosourea ( BCNU ) therapy]
2024-01-12 11:23:33,199 : WARNING : No results for [- chloronitrosourea ( BCNU ) therapy], Retry [chloronitrosourea ( BCNU ) therapy]
2024-01-12 11:23:33,858 : WARNING : No results for [chloronitrosourea ( BCNU ) therapy], Retry [( BCNU ) therapy]
2024-01-12 11:23:34,489 : WARNING : No results for [( BCNU ) therapy], Retry [BCNU ) therapy]
2024-01-12 11:23:35,131 : WARNING : No results for [BCNU ) therapy], Retry [) therapy]
2024-01-12 11:23:37,564 : WARNING : No results for [acute vision loss], Retry [vision loss]
2024-01-12 11:23:39,108 : WARNING : No results for [change of consciousness], Retry [consciousness]
2024-01-12 11:23:40,914 : WARNING : No results for [intraventricular IL-2], Retry [IL-2]
2024-01-12 11:23:42,670 : WARNING : No results for [leptomeningeal disease], Retry [disease]
2024-01-12 11:23:44,601 : WARNING : No results for [progressive cognitive dysfunction], Retry [cognitive dysfunction]
2024-01-12 11:23:47,792 : WARNING : No results for [induced SLE], Retry [SLE]
2024-01-12 11:23:49,420 : WARNING : No results for [the anti - emetic prochlorperazine], Retry [anti - emetic prochlorperazine]
2024-01-12 11:23:50,090 : WARNING : No results for [anti - emetic prochlorperazine], Retry [- emetic prochlorperazine]
2024-01-12 11:23:50,726 : WARNING : No results for [- emetic prochlorperazine], Retry [emetic prochlorperazine]
2024-01-12 11:23:51,351 : WARNING : No results for [emetic prochlorperazine], Retry [prochlorperazine]
2024-01-12 11:23:54,760 : WARNING : No results for [poor night vision], Retry [night vision]
2024-01-12 11:23:56,404 : WARNING : No results for [excessive glare sensitivity], Retry [glare sensitivity]
2024-01-12 11:23:58,706 : WARNING : No results for [therapeutic failure], Retry [failure]
2024-01-12 11:24:11,172 : WARNING : No results for [this pathology], Retry [pathology]
2024-01-12 11:24:13,734 : WARNING : No results for [OLP treatment], Retry [treatment]
2024-01-12 11:24:15,505 : WARNING : No results for [topical tacrolimus], Retry [tacrolimus]
2024-01-12 11:24:17,161 : WARNING : No results for [a transient , nonpigmenting fixed drug eruption], Retry [transient , nonpigmenting fixed drug eruption]
2024-01-12 11:24:17,856 : WARNING : No results for [transient , nonpigmenting fixed drug eruption], Retry [, nonpigmenting fixed drug eruption]
2024-01-12 11:24:22,604 : WARNING : No results for [its withdrawal], Retry [withdrawal]
2024-01-12 11:24:26,985 : WARNING : No results for [a plural effusion dyspnoea], Retry [plural effusion dyspnoea]
2024-01-12 11:24:27,601 : WARNING : No results for [plural effusion dyspnoea], Retry [effusion dyspnoea]
2024-01-12 11:24:28,209 : WARNING : No results for [effusion dyspnoea], Retry [dyspnoea]
2024-01-12 11:24:29,908 : WARNING : No results for [trastuzumab treatment], Retry [treatment]
2024-01-12 11:24:38,281 : WARNING : No results for [halothane induced hepatitis], Retry [induced hepatitis]
2024-01-12 11:24:39,795 : WARNING : No results for [gastric surgery], Retry [surgery]
2024-01-12 11:24:42,416 : WARNING : No results for [Serious adverse events], Retry [adverse events]
2024-01-12 11:24:46,064 : WARNING : No results for [Extrapyramidal side effects], Retry [side effects]
2024-01-12 11:24:47,747 : WARNING : No results for [some selective serotonin reuptake inhibitors], Retry [selective serotonin reuptake inhibitors]
2024-01-12 11:24:54,071 : WARNING : No results for [severe aplastic anemia], Retry [aplastic anemia]
2024-01-12 11:25:02,325 : WARNING : No results for [acral vascular toxicity], Retry [vascular toxicity]
2024-01-12 11:25:02,968 : WARNING : No results for [vascular toxicity], Retry [toxicity]
2024-01-12 11:25:08,437 : WARNING : No results for [beta-1b ( subcutaneous administration], Retry [( subcutaneous administration]
2024-01-12 11:25:13,682 : WARNING : No results for [based radiation therapy], Retry [radiation therapy]
2024-01-12 11:25:15,380 : WARNING : No results for [transfusion - dependent beta - thalassaemia], Retry [- dependent beta - thalassaemia]
2024-01-12 11:25:16,779 : WARNING : No results for [a unilateral hearing loss], Retry [unilateral hearing loss]
2024-01-12 11:25:17,384 : WARNING : No results for [unilateral hearing loss], Retry [hearing loss]
2024-01-12 11:25:19,150 : WARNING : No results for [desferrioxamine therapy], Retry [therapy]
2024-01-12 11:25:30,680 : WARNING : No results for [the first cyclosporine dose], Retry [first cyclosporine dose]
2024-01-12 11:25:31,447 : WARNING : No results for [first cyclosporine dose], Retry [cyclosporine dose]
2024-01-12 11:25:33,964 : WARNING : No results for [the cyclosporine infusion], Retry [cyclosporine infusion]
2024-01-12 11:25:35,577 : WARNING : No results for [chronic nitrate], Retry [nitrate]
2024-01-12 11:25:38,076 : WARNING : No results for [their low stomach acid production], Retry [low stomach acid production]
2024-01-12 11:25:38,698 : WARNING : No results for [low stomach acid production], Retry [stomach acid production]
2024-01-12 11:25:39,305 : WARNING : No results for [stomach acid production], Retry [acid production]
2024-01-12 11:25:49,159 : WARNING : No results for [an acute reversible encephalopathy], Retry [acute reversible encephalopathy]
2024-01-12 11:25:49,789 : WARNING : No results for [acute reversible encephalopathy], Retry [reversible encephalopathy]
2024-01-12 11:25:53,186 : WARNING : No results for [an infrequent complication], Retry [infrequent complication]
2024-01-12 11:25:53,788 : WARNING : No results for [infrequent complication], Retry [complication]
2024-01-12 11:25:55,544 : WARNING : No results for [the angiotensin - converting enzyme ( ACE ) inhibitor], Retry [angiotensin - converting enzyme ( ACE ) inhibitor]
2024-01-12 11:25:59,055 : WARNING : No results for [an opium alkaloid], Retry [opium alkaloid]
2024-01-12 11:26:03,507 : WARNING : No results for [serious cutaneous adverse drug reactions], Retry [cutaneous adverse drug reactions]
2024-01-12 11:26:04,125 : WARNING : No results for [cutaneous adverse drug reactions], Retry [adverse drug reactions]
2024-01-12 11:26:19,603 : WARNING : No results for [the endothelial cell densities], Retry [endothelial cell densities]
2024-01-12 11:26:26,797 : WARNING : No results for [Colonic necrosis], Retry [necrosis]
2024-01-12 11:26:28,384 : WARNING : No results for [a rare complication], Retry [rare complication]
2024-01-12 11:26:28,969 : WARNING : No results for [rare complication], Retry [complication]
2024-01-12 11:26:32,338 : WARNING : No results for [The psychotic behavior], Retry [psychotic behavior]
2024-01-12 11:26:35,933 : WARNING : No results for [high - dose methotrexate therapy], Retry [- dose methotrexate therapy]
2024-01-12 11:26:37,652 : WARNING : No results for [severe renovascular disease], Retry [renovascular disease]
2024-01-12 11:26:39,192 : WARNING : No results for [a significant risk factor], Retry [significant risk factor]
2024-01-12 11:26:39,782 : WARNING : No results for [significant risk factor], Retry [risk factor]
2024-01-12 11:26:48,902 : WARNING : No results for [beta - blocker treatment], Retry [- blocker treatment]
2024-01-12 11:26:49,587 : WARNING : No results for [- blocker treatment], Retry [blocker treatment]
2024-01-12 11:26:50,286 : WARNING : No results for [blocker treatment], Retry [treatment]
2024-01-12 11:26:52,098 : WARNING : No results for [an orthotopic liver transplant], Retry [orthotopic liver transplant]
2024-01-12 11:26:53,629 : WARNING : No results for [progressive liver failure], Retry [liver failure]
2024-01-12 11:26:55,307 : WARNING : No results for [severe hepatocellular necrosis], Retry [hepatocellular necrosis]
2024-01-12 11:26:55,970 : WARNING : No results for [hepatocellular necrosis], Retry [necrosis]
2024-01-12 11:26:58,649 : WARNING : No results for [levodopa treatment], Retry [treatment]
2024-01-12 11:27:01,419 : WARNING : No results for [high - dose methotrexate], Retry [- dose methotrexate]
2024-01-12 11:27:03,066 : WARNING : No results for [corneal wound healing], Retry [wound healing]
2024-01-12 11:27:05,746 : WARNING : No results for [mild nitritoid symptoms], Retry [nitritoid symptoms]
2024-01-12 11:27:06,430 : WARNING : No results for [nitritoid symptoms], Retry [symptoms]
2024-01-12 11:27:08,043 : WARNING : No results for [several GSTM injections], Retry [GSTM injections]
2024-01-12 11:27:08,648 : WARNING : No results for [GSTM injections], Retry [injections]
2024-01-12 11:27:11,303 : WARNING : No results for [her next injection], Retry [next injection]
2024-01-12 11:27:11,877 : WARNING : No results for [next injection], Retry [injection]
2024-01-12 11:27:17,379 : WARNING : No results for [an intense burn], Retry [intense burn]
2024-01-12 11:27:19,864 : WARNING : No results for [a suntanning agent], Retry [suntanning agent]
2024-01-12 11:27:20,571 : WARNING : No results for [suntanning agent], Retry [agent]
2024-01-12 11:27:22,240 : WARNING : No results for [phenytoin ( PHT ) intoxication], Retry [( PHT ) intoxication]
2024-01-12 11:27:22,907 : WARNING : No results for [( PHT ) intoxication], Retry [PHT ) intoxication]
2024-01-12 11:27:23,541 : WARNING : No results for [PHT ) intoxication], Retry [) intoxication]
2024-01-12 11:27:25,220 : WARNING : No results for [unilateral gingival hyperplasia], Retry [gingival hyperplasia]
2024-01-12 11:27:26,766 : WARNING : No results for [8 cardiac arrests], Retry [cardiac arrests]
2024-01-12 11:27:29,373 : WARNING : No results for [a thiamine deficiency], Retry [thiamine deficiency]
2024-01-12 11:27:34,529 : WARNING : No results for [cladribine treatment], Retry [treatment]
2024-01-12 11:27:38,009 : WARNING : No results for [positive patch test], Retry [patch test]
2024-01-12 11:27:39,731 : WARNING : No results for [lymphocyte transformation test], Retry [transformation test]
2024-01-12 11:27:40,308 : WARNING : No results for [transformation test], Retry [test]
2024-01-12 11:27:42,105 : WARNING : No results for [this side effect], Retry [side effect]
2024-01-12 11:27:50,185 : WARNING : No results for [a chemotherapy regimen], Retry [chemotherapy regimen]
2024-01-12 11:27:53,426 : WARNING : No results for [Fatal interstitial pneumonitis], Retry [interstitial pneumonitis]
2024-01-12 11:27:55,082 : WARNING : No results for [docetaxel administration], Retry [administration]
2024-01-12 11:27:57,689 : WARNING : No results for [pirmenol - induced QT prolongation], Retry [- induced QT prolongation]
2024-01-12 11:28:00,356 : WARNING : No results for [the electrocardiogram], Retry [electrocardiogram]
2024-01-12 11:28:03,882 : WARNING : No results for [new lesions], Retry [lesions]
2024-01-12 11:28:09,397 : WARNING : No results for [Early peritoneal dialysis], Retry [peritoneal dialysis]
2024-01-12 11:28:12,131 : WARNING : No results for [multiorgan failure], Retry [failure]
2024-01-12 11:28:14,740 : WARNING : No results for [bone marrow transplant nephropathy], Retry [marrow transplant nephropathy]
2024-01-12 11:28:15,409 : WARNING : No results for [marrow transplant nephropathy], Retry [transplant nephropathy]
2024-01-12 11:28:20,755 : WARNING : No results for [clarithromycin monotherapy], Retry [monotherapy]
2024-01-12 11:28:24,111 : WARNING : No results for [newer cephalosporins], Retry [cephalosporins]
2024-01-12 11:28:26,476 : WARNING : No results for [fulminant liver failure], Retry [liver failure]
2024-01-12 11:28:34,676 : WARNING : No results for [magnesium sulfate therapy], Retry [sulfate therapy]
2024-01-12 11:28:36,949 : WARNING : No results for [this study], Retry [study]
2024-01-12 11:28:40,838 : WARNING : No results for [mucocutaneous reactions], Retry [reactions]
2024-01-12 11:28:42,563 : WARNING : No results for [Salicylate hepato toxicity], Retry [hepato toxicity]
2024-01-12 11:28:43,189 : WARNING : No results for [hepato toxicity], Retry [toxicity]
2024-01-12 11:28:46,786 : WARNING : No results for [interferon alpha treatment], Retry [alpha treatment]
2024-01-12 11:28:47,365 : WARNING : No results for [alpha treatment], Retry [treatment]
2024-01-12 11:28:50,160 : WARNING : No results for [high - dose glucocorticoids], Retry [- dose glucocorticoids]
2024-01-12 11:28:51,011 : WARNING : No results for [- dose glucocorticoids], Retry [dose glucocorticoids]
2024-01-12 11:28:51,815 : WARNING : No results for [dose glucocorticoids], Retry [glucocorticoids]
2024-01-12 11:28:55,210 : WARNING : No results for [this complication], Retry [complication]
2024-01-12 11:29:01,303 : WARNING : No results for [impaired renal and hepatic function], Retry [renal and hepatic function]
2024-01-12 11:29:02,004 : WARNING : No results for [renal and hepatic function], Retry [and hepatic function]
2024-01-12 11:29:02,671 : WARNING : No results for [and hepatic function], Retry [hepatic function]
2024-01-12 11:29:07,107 : WARNING : No results for [Reversible valproic acid - induced dementia], Retry [valproic acid - induced dementia]
2024-01-12 11:29:07,796 : WARNING : No results for [valproic acid - induced dementia], Retry [acid - induced dementia]
2024-01-12 11:29:08,511 : WARNING : No results for [acid - induced dementia], Retry [- induced dementia]
2024-01-12 11:29:11,011 : WARNING : No results for [insidious progressive decline], Retry [progressive decline]
2024-01-12 11:29:11,610 : WARNING : No results for [progressive decline], Retry [decline]
2024-01-12 11:29:13,191 : WARNING : No results for [global cognitive abilities], Retry [cognitive abilities]
2024-01-12 11:29:14,799 : WARNING : No results for [serial neuropsychological studies], Retry [neuropsychological studies]
2024-01-12 11:29:15,613 : WARNING : No results for [neuropsychological studies], Retry [studies]
2024-01-12 11:29:20,102 : WARNING : No results for [induced pain syndrome], Retry [pain syndrome]
2024-01-12 11:29:25,613 : WARNING : No results for [low - dose methotrexate], Retry [- dose methotrexate]
2024-01-12 11:29:28,391 : WARNING : No results for [both M. tuberculosis], Retry [M. tuberculosis]
2024-01-12 11:29:31,618 : WARNING : No results for [The harlequin color change], Retry [harlequin color change]
2024-01-12 11:29:32,351 : WARNING : No results for [harlequin color change], Retry [color change]
2024-01-12 11:29:35,924 : WARNING : No results for [glibenclamide therapy], Retry [therapy]
2024-01-12 11:29:38,788 : WARNING : No results for [roentgenographic abnormalities], Retry [abnormalities]
2024-01-12 11:29:43,174 : WARNING : No results for [his acute liver toxicity], Retry [acute liver toxicity]
2024-01-12 11:29:43,862 : WARNING : No results for [acute liver toxicity], Retry [liver toxicity]
2024-01-12 11:29:48,020 : WARNING : No results for [intravenous nimodipine], Retry [nimodipine]
2024-01-12 11:29:49,582 : WARNING : No results for [the hemophagocytic syndrome], Retry [hemophagocytic syndrome]
2024-01-12 11:29:51,152 : WARNING : No results for [reactivation of EBV], Retry [EBV]
2024-01-12 11:29:52,983 : WARNING : No results for [drug hypersensitivity reactions], Retry [hypersensitivity reactions]
2024-01-12 11:29:56,570 : WARNING : No results for [an increased efavirenz concentration], Retry [increased efavirenz concentration]
2024-01-12 11:29:57,309 : WARNING : No results for [increased efavirenz concentration], Retry [efavirenz concentration]
2024-01-12 11:29:58,871 : WARNING : No results for [heterozygous gene polymorphism], Retry [gene polymorphism]
2024-01-12 11:29:59,617 : WARNING : No results for [gene polymorphism], Retry [polymorphism]
2024-01-12 11:30:06,382 : WARNING : No results for [a systemic anaphylactoid reaction], Retry [systemic anaphylactoid reaction]
2024-01-12 11:30:07,192 : WARNING : No results for [systemic anaphylactoid reaction], Retry [anaphylactoid reaction]
2024-01-12 11:30:08,815 : WARNING : No results for [Reversible sirolimus - associated pneumonitis], Retry [sirolimus - associated pneumonitis]
2024-01-12 11:30:09,481 : WARNING : No results for [sirolimus - associated pneumonitis], Retry [- associated pneumonitis]
2024-01-12 11:30:12,153 : WARNING : No results for [bronchopulmonary complications], Retry [complications]
2024-01-12 11:30:15,674 : WARNING : No results for [Spontaneous hemothorax], Retry [hemothorax]
2024-01-12 11:30:17,234 : WARNING : No results for [a rare phenomenon], Retry [rare phenomenon]
2024-01-12 11:30:17,822 : WARNING : No results for [rare phenomenon], Retry [phenomenon]
2024-01-12 11:30:21,760 : WARNING : No results for [praziquantel administration], Retry [administration]
2024-01-12 11:30:28,774 : WARNING : No results for [induced papular eruption], Retry [papular eruption]
2024-01-12 11:30:32,515 : WARNING : No results for [coronary artery vasospasm], Retry [artery vasospasm]
2024-01-12 11:30:33,256 : WARNING : No results for [artery vasospasm], Retry [vasospasm]
2024-01-12 11:30:34,838 : WARNING : No results for [topical 1:1000 epinephrine], Retry [1:1000 epinephrine]
2024-01-12 11:30:35,492 : WARNING : No results for [1:1000 epinephrine], Retry [epinephrine]
2024-01-12 11:30:41,276 : WARNING : No results for [successful desensitization], Retry [desensitization]
2024-01-12 11:30:54,361 : WARNING : No results for [severe Raynaud 's phenomenon], Retry [Raynaud 's phenomenon]
2024-01-12 11:30:55,892 : WARNING : No results for [the same regimen], Retry [same regimen]
2024-01-12 11:30:56,504 : WARNING : No results for [same regimen], Retry [regimen]
2024-01-12 11:30:59,074 : WARNING : No results for [this complication], Retry [complication]
2024-01-12 11:31:01,731 : WARNING : No results for [associated SJS], Retry [SJS]
2024-01-12 11:31:05,275 : WARNING : No results for [Staphylococcus aureus knee arthritis], Retry [aureus knee arthritis]
2024-01-12 11:31:06,008 : WARNING : No results for [aureus knee arthritis], Retry [knee arthritis]
2024-01-12 11:31:07,673 : WARNING : No results for [several intraarticular injections], Retry [intraarticular injections]
2024-01-12 11:31:11,204 : WARNING : No results for [infliximab treatment], Retry [treatment]
2024-01-12 11:31:17,726 : WARNING : No results for [fetotoxic agent], Retry [agent]
2024-01-12 11:31:22,234 : WARNING : No results for [Intravitreal triamcinolone], Retry [triamcinolone]
2024-01-12 11:31:33,365 : WARNING : No results for [cutaneous bullae], Retry [bullae]
2024-01-12 11:31:35,108 : WARNING : No results for [glibenclamide therapy], Retry [therapy]
2024-01-12 11:31:39,920 : WARNING : No results for [olanzapine treatment], Retry [treatment]
2024-01-12 11:31:41,710 : WARNING : No results for [Baclofen withdrawal], Retry [withdrawal]
2024-01-12 11:31:44,438 : WARNING : No results for [The renal insufficiency], Retry [renal insufficiency]
2024-01-12 11:31:52,531 : WARNING : No results for [fluoxetine therapy], Retry [therapy]
2024-01-12 11:31:54,427 : WARNING : No results for [PSG study], Retry [study]
2024-01-12 11:31:56,349 : WARNING : No results for [fluoxetine discontinuation], Retry [discontinuation]
2024-01-12 11:32:03,575 : WARNING : No results for [Severe adenovirus pneumonia], Retry [adenovirus pneumonia]
2024-01-12 11:32:04,197 : WARNING : No results for [adenovirus pneumonia], Retry [pneumonia]
2024-01-12 11:32:08,800 : WARNING : No results for [a promethazine], Retry [promethazine]
2024-01-12 11:32:11,386 : WARNING : No results for [Multifocal electroretinographic abnormalities], Retry [electroretinographic abnormalities]
2024-01-12 11:32:12,262 : WARNING : No results for [electroretinographic abnormalities], Retry [abnormalities]
2024-01-12 11:32:18,878 : WARNING : No results for [Generalised cutaneous rash], Retry [cutaneous rash]
2024-01-12 11:32:19,538 : WARNING : No results for [cutaneous rash], Retry [rash]
2024-01-12 11:32:21,307 : WARNING : No results for [ganciclovir therapy], Retry [therapy]
2024-01-12 11:32:24,172 : WARNING : No results for [high dose vinblastine], Retry [dose vinblastine]
2024-01-12 11:32:27,919 : WARNING : No results for [concomitant beta - adrenergic blockade], Retry [beta - adrenergic blockade]
2024-01-12 11:32:28,574 : WARNING : No results for [beta - adrenergic blockade], Retry [- adrenergic blockade]
2024-01-12 11:32:29,315 : WARNING : No results for [- adrenergic blockade], Retry [adrenergic blockade]
2024-01-12 11:32:29,957 : WARNING : No results for [adrenergic blockade], Retry [blockade]
2024-01-12 11:32:31,605 : WARNING : No results for [Chronic fentanyl application], Retry [fentanyl application]
2024-01-12 11:32:32,501 : WARNING : No results for [fentanyl application], Retry [application]
2024-01-12 11:32:35,146 : WARNING : No results for [Grade 3 hepatotoxicity], Retry [3 hepatotoxicity]
2024-01-12 11:32:35,941 : WARNING : No results for [3 hepatotoxicity], Retry [hepatotoxicity]
2024-01-12 11:32:39,307 : WARNING : No results for [IFN beta], Retry [beta]
2024-01-12 11:32:42,081 : WARNING : No results for [the allergic reactions], Retry [allergic reactions]
2024-01-12 11:32:45,097 : WARNING : No results for [typical hyperthyroidism], Retry [hyperthyroidism]
2024-01-12 11:32:46,870 : WARNING : No results for [a severe proximal muscle weakness], Retry [severe proximal muscle weakness]
2024-01-12 11:32:47,732 : WARNING : No results for [severe proximal muscle weakness], Retry [proximal muscle weakness]
2024-01-12 11:32:49,332 : WARNING : No results for [a raised creatine phosphokinase], Retry [raised creatine phosphokinase]
2024-01-12 11:32:53,585 : WARNING : No results for [Multifocal inflammatory leukoencephalopathy], Retry [inflammatory leukoencephalopathy]
2024-01-12 11:32:54,418 : WARNING : No results for [inflammatory leukoencephalopathy], Retry [leukoencephalopathy]
2024-01-12 11:32:56,101 : WARNING : No results for [levamisole therapy], Retry [therapy]
2024-01-12 11:33:04,363 : WARNING : No results for [refractory hypoglycemia], Retry [hypoglycemia]
2024-01-12 11:33:06,016 : WARNING : No results for [intravenous dextrose], Retry [dextrose]
2024-01-12 11:33:13,358 : WARNING : No results for [clozapine treatment], Retry [treatment]
2024-01-12 11:33:15,185 : WARNING : No results for [decreased calcium - dependent potassium permeability of cell membranes], Retry [cell membranes]
2024-01-12 11:33:19,625 : WARNING : No results for [testicular carcinoma], Retry [carcinoma]
2024-01-12 11:33:21,472 : WARNING : No results for [a dense left homonymous hemianopsia], Retry [dense left homonymous hemianopsia]
2024-01-12 11:33:22,138 : WARNING : No results for [dense left homonymous hemianopsia], Retry [left homonymous hemianopsia]
2024-01-12 11:33:24,761 : WARNING : No results for [a partial nondominant parietal lobe syndrome], Retry [partial nondominant parietal lobe syndrome]
2024-01-12 11:33:25,425 : WARNING : No results for [partial nondominant parietal lobe syndrome], Retry [nondominant parietal lobe syndrome]
2024-01-12 11:33:26,122 : WARNING : No results for [nondominant parietal lobe syndrome], Retry [parietal lobe syndrome]
2024-01-12 11:33:29,530 : WARNING : No results for [the optimal treatment], Retry [optimal treatment]
2024-01-12 11:33:30,117 : WARNING : No results for [optimal treatment], Retry [treatment]
2024-01-12 11:33:36,494 : WARNING : No results for [an increased susceptibility], Retry [increased susceptibility]
2024-01-12 11:33:41,005 : WARNING : No results for [octreotide therapy], Retry [therapy]
2024-01-12 11:33:42,782 : WARNING : No results for [Valproate embryopathy], Retry [embryopathy]
2024-01-12 11:33:44,458 : WARNING : No results for [hereditary susceptibility], Retry [susceptibility]
2024-01-12 11:33:46,038 : WARNING : No results for [The literature search], Retry [literature search]
2024-01-12 11:33:46,618 : WARNING : No results for [literature search], Retry [search]
2024-01-12 11:33:55,528 : WARNING : No results for [the tumor resection cavity], Retry [tumor resection cavity]
2024-01-12 11:33:56,159 : WARNING : No results for [tumor resection cavity], Retry [resection cavity]
2024-01-12 11:33:57,697 : WARNING : No results for [a beneficial therapy], Retry [beneficial therapy]
2024-01-12 11:33:58,293 : WARNING : No results for [beneficial therapy], Retry [therapy]
2024-01-12 11:34:01,039 : WARNING : No results for [significant cerebral edema], Retry [cerebral edema]
2024-01-12 11:34:06,611 : WARNING : No results for [high - dose methotrexate], Retry [- dose methotrexate]
2024-01-12 11:34:08,184 : WARNING : No results for [primary osteogenic sarcoma], Retry [osteogenic sarcoma]
2024-01-12 11:34:11,985 : WARNING : No results for [low - dose cyclosporine], Retry [- dose cyclosporine]
2024-01-12 11:34:15,228 : WARNING : No results for [low cyclosporine A plasma levels], Retry [cyclosporine A plasma levels]
2024-01-12 11:34:15,874 : WARNING : No results for [cyclosporine A plasma levels], Retry [A plasma levels]
2024-01-12 11:34:17,463 : WARNING : No results for [acute allergic contact dermatitis], Retry [allergic contact dermatitis]
2024-01-12 11:34:21,996 : WARNING : No results for [widespread skin rash], Retry [skin rash]
2024-01-12 11:34:24,474 : WARNING : No results for [high - grade fever], Retry [- grade fever]
2024-01-12 11:34:39,008 : WARNING : No results for [nitrous oxide anesthesia], Retry [oxide anesthesia]
2024-01-12 11:34:39,587 : WARNING : No results for [oxide anesthesia], Retry [anesthesia]
2024-01-12 11:34:47,674 : WARNING : No results for [the pathogenic mechanism], Retry [pathogenic mechanism]
2024-01-12 11:34:48,411 : WARNING : No results for [pathogenic mechanism], Retry [mechanism]
2024-01-12 11:34:51,996 : WARNING : No results for [strong positive photopatch test], Retry [positive photopatch test]
2024-01-12 11:34:52,766 : WARNING : No results for [positive photopatch test], Retry [photopatch test]
2024-01-12 11:34:54,326 : WARNING : No results for [immediate erythema reaction], Retry [erythema reaction]
2024-01-12 11:34:58,816 : WARNING : No results for [the photosensitivity], Retry [photosensitivity]
2024-01-12 11:35:00,484 : WARNING : No results for [the mequitazine], Retry [mequitazine]
2024-01-12 11:35:05,982 : WARNING : No results for [Abnormalities of the pupil], Retry [the pupil]
2024-01-12 11:35:06,567 : WARNING : No results for [the pupil], Retry [pupil]
2024-01-12 11:35:08,161 : WARNING : No results for [quinine amblyopia], Retry [amblyopia]
2024-01-12 11:35:15,549 : WARNING : No results for [anti - TNF], Retry [- TNF]
2024-01-12 11:35:19,090 : WARNING : No results for [a prescribed regimen], Retry [prescribed regimen]
2024-01-12 11:35:20,774 : WARNING : No results for [a newer macrolide antibiotic], Retry [newer macrolide antibiotic]
2024-01-12 11:35:21,507 : WARNING : No results for [newer macrolide antibiotic], Retry [macrolide antibiotic]
2024-01-12 11:35:22,125 : WARNING : No results for [macrolide antibiotic], Retry [antibiotic]
2024-01-12 11:35:25,469 : WARNING : No results for [recurrent arteriothromboses], Retry [arteriothromboses]
2024-01-12 11:35:27,949 : WARNING : No results for [standard heparin], Retry [heparin]
2024-01-12 11:35:30,536 : WARNING : No results for [a thrombotic left middle cerebral artery distribution stroke], Retry [thrombotic left middle cerebral artery distribution stroke]
2024-01-12 11:35:31,273 : WARNING : No results for [thrombotic left middle cerebral artery distribution stroke], Retry [left middle cerebral artery distribution stroke]
2024-01-12 11:35:35,225 : WARNING : No results for [pegylated interferon alpha], Retry [interferon alpha]
2024-01-12 11:35:41,593 : WARNING : No results for [peritonsillar infiltration], Retry [infiltration]
